"","stop","Type"
"6028",3,"Street"
"6029",3,"Street"
"6030",3,"Street"
"6031",3,"Street"
"6032",3,"Street"
"6033",3,"Street"
"6034",3,"Street"
"6035",3,"Street"
"6036",3,"Street"
"6037",3,"Street"
"6038",3,"Street"
"6039",3,"Street"
"6040",4,"Street"
"6041",4,"Street"
"6042",4,"Street"
"6043",4,"Street"
"6044",4,"Street"
"6045",4,"Street"
"6046",4,"Street"
"6047",4,"Street"
"6048",4,"Street"
"6049",4,"Street"
"6050",5,"Street"
"6051",5,"Street"
"6052",4,"Street"
"6053",4,"Street"
"6054",5,"Street"
"6055",4,"Street"
"6056",5,"Street"
"6057",5,"Street"
"6058",5,"Street"
"6059",4,"Street"
"6060",5,"Street"
"6061",5,"Street"
"6062",4,"Street"
"6063",5,"Street"
"6064",5,"Street"
"6065",6,"Street"
"6066",6,"Street"
"6067",6,"Street"
"6068",6,"Street"
"6069",6,"Street"
"6070",6,"Street"
"6071",1,"Permanent"
"6072",1,"Permanent"
"6073",1,"Permanent"
"6074",1,"Permanent"
"6075",1,"Permanent"
"6076",1,"Permanent"
"6077",1,"Permanent"
"6078",1,"Permanent"
"6079",1,"Permanent"
"6080",1,"Permanent"
"6081",1,"Permanent"
"6082",1,"Permanent"
"6083",1,"Permanent"
"6084",1,"Permanent"
"6085",1,"Permanent"
"6086",1,"Permanent"
"6087",2,"Permanent"
"6088",1,"Permanent"
"6089",1,"Permanent"
"6090",2,"Permanent"
"6091",1,"Permanent"
"6092",2,"Permanent"
"6093",1,"Permanent"
"6094",1,"Permanent"
"6095",1,"Permanent"
"6096",1,"Permanent"
"6097",1,"Permanent"
"6098",1,"Permanent"
"6099",1,"Permanent"
"6100",1,"Permanent"
"6101",1,"Permanent"
"6102",1,"Permanent"
"6103",1,"Permanent"
"6104",1,"Permanent"
"6105",3,"Permanent"
"6106",1,"Permanent"
"6107",1,"Permanent"
"6108",2,"Permanent"
"6109",2,"Permanent"
"6110",1,"Permanent"
"6111",1,"Permanent"
"6112",2,"Permanent"
"6113",1,"Permanent"
"6114",1,"Permanent"
"6115",1,"Permanent"
"6116",1,"Permanent"
"6117",1,"Permanent"
"6118",1,"Permanent"
"6119",1,"Permanent"
"6120",1,"Permanent"
"6121",1,"Permanent"
"6122",1,"Permanent"
"6123",1,"Permanent"
"6124",1,"Permanent"
"6125",1,"Permanent"
"6126",1,"Permanent"
"6127",1,"Permanent"
"6128",1,"Permanent"
"6129",1,"Permanent"
"6130",1,"Permanent"
"6131",1,"Permanent"
"6132",2,"Permanent"
"6133",2,"Permanent"
"6134",2,"Permanent"
"6135",2,"Permanent"
"6136",2,"Permanent"
"6137",2,"Permanent"
"6138",1,"Street"
"6139",1,"Street"
"6140",1,"Street"
"6141",1,"Street"
"6142",1,"Street"
"6143",1,"Street"
"6144",1,"Street"
"6145",1,"Street"
"6146",1,"Street"
"6147",1,"Street"
"6148",1,"Street"
"6149",1,"Street"
"6150",1,"Street"
"6151",1,"Street"
"6152",1,"Street"
"6153",2,"Street"
"6154",2,"Street"
"6155",1,"Street"
"6156",1,"Street"
"6157",2,"Street"
"6158",1,"Street"
"6159",2,"Street"
"6160",2,"Street"
"6161",1,"Permanent"
"6162",1,"Permanent"
"6163",1,"Permanent"
"6164",1,"Permanent"
"6165",1,"Permanent"
"6166",1,"Permanent"
"6167",1,"Permanent"
"6168",1,"Permanent"
"6169",1,"Permanent"
"6170",1,"Permanent"
"6171",1,"Permanent"
"6172",1,"Permanent"
"6173",1,"Permanent"
"6174",1,"Permanent"
"6175",1,"Permanent"
"6176",1,"Permanent"
"6177",1,"Permanent"
"6178",2,"Permanent"
"6179",2,"Permanent"
"6180",2,"Permanent"
"6181",2,"Permanent"
"6182",2,"Permanent"
"6183",2,"Permanent"
"6184",2,"Permanent"
"6185",2,"Permanent"
"6186",2,"Permanent"
"6187",2,"Permanent"
"6188",2,"Permanent"
"6189",2,"Permanent"
"6190",2,"Permanent"
"6191",2,"Permanent"
"6192",2,"Permanent"
"6193",2,"Permanent"
"6194",2,"Permanent"
"6195",3,"Permanent"
"6196",3,"Permanent"
"6197",3,"Permanent"
"6198",3,"Permanent"
"6199",3,"Permanent"
"6200",3,"Permanent"
"6201",3,"Permanent"
"6202",3,"Permanent"
"6203",3,"Permanent"
"6204",3,"Permanent"
"6205",3,"Permanent"
"6206",3,"Permanent"
"6207",3,"Permanent"
"6208",3,"Permanent"
"6209",3,"Permanent"
"6210",3,"Permanent"
"6211",3,"Permanent"
"6212",4,"Permanent"
"6213",4,"Permanent"
"6214",4,"Permanent"
"6215",4,"Permanent"
"6216",4,"Permanent"
"6217",4,"Permanent"
"6218",4,"Permanent"
"6219",4,"Permanent"
"6220",4,"Permanent"
"6221",4,"Permanent"
"6222",4,"Permanent"
"6223",4,"Permanent"
"6224",4,"Permanent"
"6225",4,"Permanent"
"6226",4,"Permanent"
"6227",4,"Permanent"
"6228",5,"Permanent"
"6229",5,"Permanent"
"6230",1,"Permanent"
"6231",1,"Permanent"
"6232",1,"Permanent"
"6233",1,"Permanent"
"6234",1,"Permanent"
"6235",1,"Permanent"
"6236",1,"Permanent"
"6237",1,"Permanent"
"6238",1,"Permanent"
"6239",1,"Permanent"
"6240",1,"Permanent"
"6241",1,"Permanent"
"6242",1,"Permanent"
"6243",1,"Permanent"
"6244",1,"Permanent"
"6245",2,"Permanent"
"6246",1,"Permanent"
"6247",1,"Permanent"
"6248",1,"Permanent"
"6249",1,"Permanent"
"6250",1,"Permanent"
"6251",3,"Permanent"
"6252",1,"Street"
"6253",1,"Street"
"6254",1,"Street"
"6255",1,"Street"
"6256",1,"Street"
"6257",1,"Street"
"6258",1,"Street"
"6259",2,"Street"
"6260",1,"Street"
"6261",1,"Street"
"6262",1,"Street"
"6263",1,"Street"
"6264",1,"Street"
"6265",1,"Street"
"6266",1,"Street"
"6267",1,"Street"
"6268",1,"Street"
"6269",1,"Street"
"6270",2,"Street"
"6271",2,"Street"
"6272",1,"Permanent"
"6273",1,"Permanent"
"6274",1,"Permanent"
"6275",1,"Permanent"
"6276",1,"Permanent"
"6277",1,"Permanent"
"6278",1,"Permanent"
"6279",1,"Permanent"
"6280",1,"Permanent"
"6281",1,"Permanent"
"6282",1,"Permanent"
"6283",1,"Permanent"
"6284",1,"Permanent"
"6285",1,"Permanent"
"6286",1,"Permanent"
"6287",1,"Permanent"
"6288",1,"Permanent"
"6289",1,"Permanent"
"6290",1,"Permanent"
"6291",2,"Permanent"
"6292",2,"Permanent"
"6293",2,"Permanent"
"6294",2,"Permanent"
"6295",2,"Permanent"
"6296",2,"Permanent"
"6297",2,"Permanent"
"6298",2,"Permanent"
"6299",2,"Permanent"
"6300",2,"Permanent"
"6301",2,"Permanent"
"6302",2,"Permanent"
"6303",2,"Permanent"
"6304",3,"Permanent"
"6305",1,"Permanent"
"6306",1,"Permanent"
"6307",1,"Permanent"
"6308",1,"Permanent"
"6309",1,"Permanent"
"6310",1,"Permanent"
"6311",1,"Permanent"
"6312",1,"Permanent"
"6313",1,"Permanent"
"6314",1,"Permanent"
"6315",1,"Permanent"
"6316",1,"Permanent"
"6317",1,"Permanent"
"6318",1,"Permanent"
"6319",1,"Permanent"
"6320",1,"Permanent"
"6321",1,"Permanent"
"6322",1,"Permanent"
"6323",1,"Permanent"
"6324",1,"Permanent"
"6325",2,"Permanent"
"6326",2,"Permanent"
"6327",2,"Permanent"
"6328",2,"Permanent"
"6329",2,"Permanent"
"6330",2,"Permanent"
"6331",2,"Permanent"
"6332",2,"Permanent"
"6333",2,"Permanent"
"6334",2,"Permanent"
"6335",1,"Street"
"6336",1,"Street"
"6337",1,"Street"
"6338",1,"Street"
"6339",1,"Street"
"6340",1,"Street"
"6341",1,"Street"
"6342",1,"Street"
"6343",1,"Street"
"6344",1,"Street"
"6345",2,"Street"
"6346",1,"Street"
"6347",2,"Street"
"6348",1,"Street"
"6349",1,"Street"
"6350",2,"Street"
"6351",1,"Street"
"6352",1,"Street"
"6353",3,"Street"
"6354",1,"Street"
"6355",1,"Street"
"6356",2,"Street"
"6357",2,"Street"
"6358",2,"Street"
"6359",2,"Street"
"6360",3,"Street"
"6361",2,"Street"
"6362",3,"Street"
"6363",2,"Street"
"6364",2,"Street"
"6365",2,"Street"
"6366",2,"Street"
"6367",2,"Street"
"6368",2,"Street"
"6369",4,"Street"
"6370",4,"Street"
"6371",1,"Permanent"
"6372",1,"Permanent"
"6373",1,"Permanent"
"6374",1,"Permanent"
"6375",1,"Permanent"
"6376",1,"Permanent"
"6377",1,"Permanent"
"6378",2,"Permanent"
"6379",1,"Permanent"
"6380",1,"Permanent"
"6381",1,"Permanent"
"6382",1,"Permanent"
"6383",1,"Permanent"
"6384",1,"Permanent"
"6385",2,"Permanent"
"6386",1,"Permanent"
"6387",1,"Permanent"
"6388",1,"Permanent"
"6389",2,"Permanent"
"6390",2,"Permanent"
"6391",3,"Permanent"
"6392",1,"Street"
"6393",1,"Street"
"6394",1,"Street"
"6395",1,"Street"
"6396",1,"Street"
"6397",1,"Street"
"6398",1,"Street"
"6399",1,"Street"
"6400",1,"Street"
"6401",1,"Street"
"6402",1,"Street"
"6403",1,"Street"
"6404",1,"Street"
"6405",1,"Street"
"6406",2,"Street"
"6407",1,"Street"
"6408",1,"Street"
"6409",1,"Street"
"6410",2,"Street"
"6411",1,"Street"
"6412",1,"Street"
"6413",3,"Street"
"6414",1,"Street"
"6415",3,"Street"
"6416",2,"Street"
"6417",2,"Street"
"6418",1,"Street"
"6419",1,"Street"
"6420",1,"Street"
"6421",1,"Street"
"6422",1,"Street"
"6423",1,"Street"
"6424",1,"Street"
"6425",1,"Street"
"6426",1,"Street"
"6427",1,"Street"
"6428",1,"Street"
"6429",1,"Street"
"6430",1,"Street"
"6431",1,"Street"
"6432",1,"Street"
"6433",1,"Street"
"6434",1,"Street"
"6435",2,"Street"
"6436",1,"Street"
"6437",2,"Street"
"6438",1,"Permanent"
"6439",1,"Permanent"
"6440",1,"Permanent"
"6441",1,"Permanent"
"6442",1,"Permanent"
"6443",1,"Permanent"
"6444",1,"Permanent"
"6445",1,"Permanent"
"6446",1,"Permanent"
"6447",1,"Permanent"
"6448",1,"Permanent"
"6449",1,"Permanent"
"6450",1,"Permanent"
"6451",1,"Permanent"
"6452",1,"Permanent"
"6453",1,"Permanent"
"6454",2,"Permanent"
"6455",2,"Permanent"
"6456",1,"Permanent"
"6457",2,"Permanent"
"6458",1,"Permanent"
"6459",1,"Permanent"
"6460",1,"Permanent"
"6461",1,"Permanent"
"6462",1,"Permanent"
"6463",1,"Permanent"
"6464",1,"Permanent"
"6465",1,"Permanent"
"6466",1,"Permanent"
"6467",1,"Permanent"
"6468",1,"Permanent"
"6469",1,"Permanent"
"6470",1,"Permanent"
"6471",1,"Permanent"
"6472",1,"Permanent"
"6473",1,"Permanent"
"6474",2,"Permanent"
"6475",2,"Permanent"
"6476",2,"Permanent"
"6477",1,"Permanent"
"6478",2,"Permanent"
"6479",2,"Permanent"
"6480",2,"Permanent"
"6481",1,"Permanent"
"6482",1,"Permanent"
"6483",1,"Permanent"
"6484",1,"Permanent"
"6485",1,"Permanent"
"6486",1,"Permanent"
"6487",1,"Permanent"
"6488",1,"Permanent"
"6489",1,"Permanent"
"6490",1,"Permanent"
"6491",1,"Permanent"
"6492",1,"Permanent"
"6493",1,"Permanent"
"6494",1,"Permanent"
"6495",1,"Permanent"
"6496",1,"Permanent"
"6497",1,"Permanent"
"6498",1,"Permanent"
"6499",2,"Permanent"
"6500",1,"Permanent"
"6501",2,"Permanent"
"6502",2,"Permanent"
"6503",2,"Permanent"
"6504",2,"Permanent"
"6505",2,"Permanent"
"6506",2,"Permanent"
"6507",2,"Permanent"
"6508",2,"Permanent"
"6509",1,"Permanent"
"6510",1,"Permanent"
"6511",1,"Permanent"
"6512",1,"Permanent"
"6513",1,"Permanent"
"6514",1,"Permanent"
"6515",1,"Permanent"
"6516",1,"Permanent"
"6517",1,"Permanent"
"6518",1,"Permanent"
"6519",1,"Permanent"
"6520",1,"Permanent"
"6521",1,"Permanent"
"6522",1,"Permanent"
"6523",1,"Permanent"
"6524",1,"Permanent"
"6525",1,"Permanent"
"6526",1,"Permanent"
"6527",2,"Permanent"
"6528",2,"Permanent"
"6529",1,"Permanent"
"6530",2,"Permanent"
"6531",3,"Permanent"
"6532",2,"Permanent"
"6533",3,"Permanent"
"6534",3,"Permanent"
"6535",2,"Permanent"
"6536",2,"Permanent"
"6537",2,"Permanent"
"6538",2,"Permanent"
"6539",2,"Permanent"
"6540",2,"Permanent"
"6541",2,"Permanent"
"6542",2,"Permanent"
"6543",2,"Permanent"
"6544",2,"Permanent"
"6545",3,"Permanent"
"6546",3,"Permanent"
"6547",3,"Permanent"
"6548",3,"Permanent"
"6549",1,"Permanent"
"6550",1,"Permanent"
"6551",1,"Permanent"
"6552",1,"Permanent"
"6553",1,"Permanent"
"6554",1,"Permanent"
"6555",1,"Permanent"
"6556",1,"Permanent"
"6557",1,"Permanent"
"6558",1,"Permanent"
"6559",1,"Permanent"
"6560",1,"Permanent"
"6561",2,"Permanent"
"6562",1,"Permanent"
"6563",1,"Permanent"
"6564",1,"Permanent"
"6565",1,"Permanent"
"6566",1,"Permanent"
"6567",1,"Permanent"
"6568",2,"Permanent"
"6569",1,"Permanent"
"6570",1,"Permanent"
"6571",1,"Permanent"
"6572",1,"Permanent"
"6573",1,"Permanent"
"6574",1,"Permanent"
"6575",1,"Permanent"
"6576",1,"Permanent"
"6577",1,"Permanent"
"6578",1,"Permanent"
"6579",1,"Permanent"
"6580",1,"Permanent"
"6581",1,"Permanent"
"6582",1,"Permanent"
"6583",1,"Permanent"
"6584",1,"Permanent"
"6585",2,"Permanent"
"6586",2,"Permanent"
"6587",2,"Permanent"
"6588",2,"Permanent"
"6589",2,"Permanent"
"6590",2,"Permanent"
"6591",2,"Permanent"
"6592",2,"Permanent"
"6593",2,"Permanent"
"6594",2,"Permanent"
"6595",2,"Permanent"
"6596",2,"Permanent"
"6597",2,"Permanent"
"6598",2,"Permanent"
"6599",2,"Permanent"
"6600",3,"Permanent"
"6601",3,"Permanent"
"6602",2,"Permanent"
"6603",1,"Permanent"
"6604",1,"Permanent"
"6605",1,"Permanent"
"6606",1,"Permanent"
"6607",1,"Permanent"
"6608",1,"Permanent"
"6609",1,"Permanent"
"6610",1,"Permanent"
"6611",1,"Permanent"
"6612",1,"Permanent"
"6613",2,"Permanent"
"6614",1,"Permanent"
"6615",1,"Permanent"
"6616",1,"Permanent"
"6617",1,"Permanent"
"6618",1,"Permanent"
"6619",1,"Permanent"
"6620",1,"Permanent"
"6621",1,"Permanent"
"6622",2,"Permanent"
"6623",2,"Permanent"
"6624",1,"Street"
"6625",1,"Street"
"6626",1,"Street"
"6627",1,"Street"
"6628",1,"Street"
"6629",1,"Street"
"6630",1,"Street"
"6631",1,"Street"
"6632",1,"Street"
"6633",1,"Street"
"6634",1,"Street"
"6635",1,"Street"
"6636",1,"Street"
"6637",2,"Street"
"6638",2,"Street"
"6639",2,"Street"
"6640",1,"Street"
"6641",1,"Street"
"6642",1,"Street"
"6643",3,"Street"
"6644",1,"Street"
"6645",1,"Street"
"6646",1,"Street"
"6647",2,"Street"
"6648",3,"Street"
"6649",1,"Street"
"6650",1,"Street"
"6651",1,"Street"
"6652",1,"Street"
"6653",1,"Street"
"6654",1,"Street"
"6655",1,"Street"
"6656",1,"Street"
"6657",1,"Street"
"6658",1,"Street"
"6659",1,"Street"
"6660",1,"Street"
"6661",1,"Street"
"6662",1,"Street"
"6663",1,"Street"
"6664",1,"Street"
"6665",1,"Street"
"6666",2,"Street"
"6667",1,"Street"
"6668",1,"Street"
"6669",1,"Permanent"
"6670",1,"Permanent"
"6671",1,"Permanent"
"6672",1,"Permanent"
"6673",1,"Permanent"
"6674",1,"Permanent"
"6675",1,"Permanent"
"6676",1,"Permanent"
"6677",1,"Permanent"
"6678",1,"Permanent"
"6679",1,"Permanent"
"6680",1,"Permanent"
"6681",1,"Permanent"
"6682",1,"Permanent"
"6683",1,"Permanent"
"6684",1,"Permanent"
"6685",1,"Permanent"
"6686",1,"Permanent"
"6687",1,"Permanent"
"6688",1,"Permanent"
"6689",2,"Permanent"
"6690",2,"Permanent"
"6691",2,"Permanent"
"6692",1,"Permanent"
"6693",1,"Permanent"
"6694",1,"Permanent"
"6695",2,"Permanent"
"6696",1,"Permanent"
"6697",1,"Permanent"
"6698",1,"Permanent"
"6699",1,"Permanent"
"6700",1,"Permanent"
"6701",1,"Permanent"
"6702",1,"Permanent"
"6703",1,"Permanent"
"6704",1,"Permanent"
"6705",1,"Permanent"
"6706",1,"Permanent"
"6707",1,"Permanent"
"6708",1,"Permanent"
"6709",2,"Permanent"
"6710",1,"Permanent"
"6711",1,"Permanent"
"6712",2,"Permanent"
"6713",2,"Permanent"
"6714",3,"Permanent"
"6715",2,"Permanent"
"6716",1,"Street"
"6717",1,"Street"
"6718",1,"Street"
"6719",1,"Street"
"6720",1,"Street"
"6721",1,"Street"
"6722",1,"Street"
"6723",1,"Street"
"6724",1,"Street"
"6725",1,"Street"
"6726",1,"Street"
"6727",1,"Street"
"6728",1,"Street"
"6729",1,"Street"
"6730",1,"Street"
"6731",1,"Street"
"6732",2,"Street"
"6733",2,"Street"
"6734",2,"Street"
"6735",1,"Street"
"6736",2,"Street"
"6737",1,"Street"
"6738",1,"Street"
"6739",2,"Street"
"6740",2,"Street"
"6741",2,"Street"
"6742",2,"Street"
"6743",2,"Street"
"6744",3,"Street"
"6745",1,"Permanent"
"6746",1,"Permanent"
"6747",1,"Permanent"
"6748",1,"Permanent"
"6749",1,"Permanent"
"6750",1,"Permanent"
"6751",1,"Permanent"
"6752",1,"Permanent"
"6753",1,"Permanent"
"6754",1,"Permanent"
"6755",1,"Permanent"
"6756",1,"Permanent"
"6757",1,"Permanent"
"6758",1,"Permanent"
"6759",1,"Permanent"
"6760",1,"Permanent"
"6761",1,"Permanent"
"6762",1,"Permanent"
"6763",2,"Permanent"
"6764",1,"Permanent"
"6765",2,"Permanent"
"6766",2,"Permanent"
"6767",2,"Permanent"
"6768",2,"Permanent"
"6769",2,"Permanent"
"6770",1,"Permanent"
"6771",1,"Permanent"
"6772",1,"Permanent"
"6773",1,"Permanent"
"6774",1,"Permanent"
"6775",1,"Permanent"
"6776",1,"Permanent"
"6777",1,"Permanent"
"6778",1,"Permanent"
"6779",1,"Permanent"
"6780",1,"Permanent"
"6781",1,"Permanent"
"6782",1,"Permanent"
"6783",1,"Permanent"
"6784",1,"Permanent"
"6785",2,"Permanent"
"6786",1,"Permanent"
"6787",1,"Permanent"
"6788",1,"Street"
"6789",1,"Street"
"6790",1,"Street"
"6791",1,"Street"
"6792",1,"Street"
"6793",1,"Street"
"6794",1,"Street"
"6795",1,"Street"
"6796",1,"Street"
"6797",1,"Street"
"6798",1,"Street"
"6799",1,"Street"
"6800",1,"Street"
"6801",1,"Street"
"6802",1,"Street"
"6803",1,"Street"
"6804",1,"Street"
"6805",1,"Street"
"6806",2,"Street"
"6807",1,"Street"
"6808",2,"Street"
"6809",3,"Street"
"6810",1,"Permanent"
"6811",1,"Permanent"
"6812",1,"Permanent"
"6813",1,"Permanent"
"6814",1,"Permanent"
"6815",1,"Permanent"
"6816",1,"Permanent"
"6817",1,"Permanent"
"6818",1,"Permanent"
"6819",1,"Permanent"
"6820",1,"Permanent"
"6821",1,"Permanent"
"6822",1,"Permanent"
"6823",1,"Permanent"
"6824",1,"Permanent"
"6825",1,"Permanent"
"6826",1,"Permanent"
"6827",1,"Permanent"
"6828",1,"Permanent"
"6829",2,"Permanent"
"6830",1,"Permanent"
"6831",2,"Permanent"
"6832",2,"Permanent"
"6833",2,"Permanent"
"6834",2,"Permanent"
"6835",2,"Permanent"
"6836",2,"Permanent"
"6837",2,"Permanent"
"6838",2,"Permanent"
"6839",2,"Permanent"
"6840",2,"Permanent"
"6841",2,"Permanent"
"6842",2,"Permanent"
"6843",2,"Permanent"
"6844",3,"Permanent"
"6845",2,"Permanent"
"6846",2,"Permanent"
"6847",2,"Permanent"
"6848",2,"Permanent"
"6849",3,"Permanent"
"6850",1,"Permanent"
"6851",1,"Permanent"
"6852",1,"Permanent"
"6853",1,"Permanent"
"6854",1,"Permanent"
"6855",1,"Permanent"
"6856",1,"Permanent"
"6857",1,"Permanent"
"6858",2,"Permanent"
"6859",1,"Permanent"
"6860",1,"Permanent"
"6861",1,"Permanent"
"6862",1,"Permanent"
"6863",1,"Permanent"
"6864",1,"Permanent"
"6865",1,"Permanent"
"6866",1,"Permanent"
"6867",1,"Permanent"
"6868",1,"Permanent"
"6869",1,"Permanent"
"6870",2,"Permanent"
"6871",1,"Permanent"
"6872",2,"Permanent"
"6873",3,"Permanent"
"6874",2,"Permanent"
"6875",2,"Permanent"
"6876",2,"Permanent"
"6877",3,"Permanent"
"6878",2,"Permanent"
"6879",2,"Permanent"
"6880",2,"Permanent"
"6881",2,"Permanent"
"6882",2,"Permanent"
"6883",2,"Permanent"
"6884",2,"Permanent"
"6885",2,"Permanent"
"6886",3,"Permanent"
"6887",1,"Street"
"6888",1,"Street"
"6889",1,"Street"
"6890",1,"Street"
"6891",1,"Street"
"6892",1,"Street"
"6893",1,"Street"
"6894",1,"Street"
"6895",1,"Street"
"6896",1,"Street"
"6897",1,"Street"
"6898",1,"Street"
"6899",1,"Street"
"6900",1,"Street"
"6901",1,"Street"
"6902",1,"Street"
"6903",2,"Street"
"6904",1,"Street"
"6905",1,"Street"
"6906",2,"Street"
"6907",1,"Street"
"6908",2,"Street"
"6909",2,"Street"
"6910",2,"Street"
"6911",3,"Street"
"6912",2,"Street"
"6913",1,"Permanent"
"6914",1,"Permanent"
"6915",1,"Permanent"
"6916",1,"Permanent"
"6917",1,"Permanent"
"6918",1,"Permanent"
"6919",1,"Permanent"
"6920",1,"Permanent"
"6921",1,"Permanent"
"6922",1,"Permanent"
"6923",1,"Permanent"
"6924",1,"Permanent"
"6925",1,"Permanent"
"6926",1,"Permanent"
"6927",1,"Permanent"
"6928",1,"Permanent"
"6929",1,"Permanent"
"6930",1,"Permanent"
"6931",1,"Permanent"
"6932",1,"Permanent"
"6933",2,"Permanent"
"6934",2,"Permanent"
"6935",2,"Permanent"
"6936",2,"Permanent"
"6937",2,"Permanent"
"6938",2,"Permanent"
"6939",2,"Permanent"
"6940",2,"Permanent"
"6941",2,"Permanent"
"6942",2,"Permanent"
"6943",2,"Permanent"
"6944",2,"Permanent"
"6945",2,"Permanent"
"6946",2,"Permanent"
"6947",2,"Permanent"
"6948",2,"Permanent"
"6949",2,"Permanent"
"6950",1,"Street"
"6951",1,"Street"
"6952",1,"Street"
"6953",1,"Street"
"6954",1,"Street"
"6955",1,"Street"
"6956",1,"Street"
"6957",1,"Street"
"6958",1,"Street"
"6959",1,"Street"
"6960",2,"Street"
"6961",2,"Street"
"6962",1,"Street"
"6963",1,"Street"
"6964",1,"Street"
"6965",1,"Street"
"6966",1,"Street"
"6967",1,"Street"
"6968",1,"Street"
"6969",1,"Street"
"6970",1,"Street"
"6971",1,"Street"
"6972",2,"Street"
"6973",1,"Street"
"6974",1,"Street"
"6975",1,"Street"
"6976",1,"Street"
"6977",1,"Street"
"6978",1,"Street"
"6979",1,"Street"
"6980",1,"Street"
"6981",1,"Street"
"6982",1,"Street"
"6983",1,"Street"
"6984",1,"Street"
"6985",1,"Street"
"6986",1,"Street"
"6987",1,"Street"
"6988",1,"Street"
"6989",2,"Street"
"6990",1,"Street"
"6991",1,"Street"
"6992",1,"Street"
"6993",2,"Street"
"6994",2,"Street"
"6995",1,"Permanent"
"6996",1,"Permanent"
"6997",1,"Permanent"
"6998",1,"Permanent"
"6999",1,"Permanent"
"7000",1,"Permanent"
"7001",1,"Permanent"
"7002",1,"Permanent"
"7003",1,"Permanent"
"7004",1,"Permanent"
"7005",1,"Permanent"
"7006",1,"Permanent"
"7007",1,"Permanent"
"7008",1,"Permanent"
"7009",1,"Permanent"
"7010",1,"Permanent"
"7011",1,"Permanent"
"7012",1,"Permanent"
"7013",2,"Permanent"
"7014",1,"Permanent"
"7015",2,"Permanent"
"7016",1,"Permanent"
"7017",2,"Permanent"
"7018",1,"Permanent"
"7019",2,"Permanent"
"7020",1,"Permanent"
"7021",1,"Permanent"
"7022",1,"Permanent"
"7023",1,"Permanent"
"7024",1,"Permanent"
"7025",1,"Permanent"
"7026",1,"Permanent"
"7027",1,"Permanent"
"7028",1,"Permanent"
"7029",1,"Permanent"
"7030",1,"Permanent"
"7031",1,"Permanent"
"7032",1,"Permanent"
"7033",1,"Permanent"
"7034",1,"Permanent"
"7035",1,"Permanent"
"7036",1,"Permanent"
"7037",1,"Permanent"
"7038",1,"Permanent"
"7039",2,"Permanent"
"7040",3,"Permanent"
"7041",1,"Permanent"
"7042",1,"Permanent"
"7043",1,"Permanent"
"7044",1,"Permanent"
"7045",1,"Permanent"
"7046",1,"Permanent"
"7047",1,"Permanent"
"7048",1,"Permanent"
"7049",1,"Permanent"
"7050",1,"Permanent"
"7051",1,"Permanent"
"7052",1,"Permanent"
"7053",1,"Permanent"
"7054",1,"Permanent"
"7055",1,"Permanent"
"7056",1,"Permanent"
"7057",2,"Permanent"
"7058",1,"Permanent"
"7059",2,"Permanent"
"7060",1,"Permanent"
"7061",2,"Permanent"
"7062",2,"Permanent"
"7063",1,"Permanent"
"7064",2,"Permanent"
"7065",2,"Permanent"
"7066",2,"Permanent"
"7067",2,"Permanent"
"7068",2,"Permanent"
"7069",3,"Permanent"
"7070",1,"Permanent"
"7071",1,"Permanent"
"7072",1,"Permanent"
"7073",1,"Permanent"
"7074",1,"Permanent"
"7075",1,"Permanent"
"7076",1,"Permanent"
"7077",1,"Permanent"
"7078",1,"Permanent"
"7079",1,"Permanent"
"7080",1,"Permanent"
"7081",1,"Permanent"
"7082",1,"Permanent"
"7083",1,"Permanent"
"7084",1,"Permanent"
"7085",1,"Permanent"
"7086",1,"Permanent"
"7087",1,"Permanent"
"7088",1,"Permanent"
"7089",2,"Permanent"
"7090",2,"Permanent"
"7091",2,"Permanent"
"7092",2,"Permanent"
"7093",2,"Permanent"
"7094",2,"Permanent"
"7095",2,"Permanent"
"7096",2,"Permanent"
"7097",2,"Permanent"
"7098",2,"Permanent"
"7099",2,"Permanent"
"7100",2,"Permanent"
"7101",2,"Permanent"
"7102",2,"Permanent"
"7103",2,"Permanent"
"7104",3,"Permanent"
"7105",2,"Permanent"
"7106",2,"Permanent"
"7107",2,"Permanent"
"7108",3,"Permanent"
"7109",3,"Permanent"
"7110",3,"Permanent"
"7111",3,"Permanent"
"7112",3,"Permanent"
"7113",3,"Permanent"
"7114",3,"Permanent"
"7115",3,"Permanent"
"7116",3,"Permanent"
"7117",3,"Permanent"
"7118",3,"Permanent"
"7119",3,"Permanent"
"7120",3,"Permanent"
"7121",4,"Permanent"
"7122",4,"Permanent"
"7123",4,"Permanent"
"7124",4,"Permanent"
"7125",3,"Permanent"
"7126",4,"Permanent"
"7127",5,"Permanent"
"7128",4,"Permanent"
"7129",5,"Permanent"
"7130",5,"Permanent"
"7131",4,"Permanent"
"7132",3,"Permanent"
"7133",4,"Permanent"
"7134",4,"Permanent"
"7135",5,"Permanent"
"7136",4,"Permanent"
"7137",4,"Permanent"
"7138",4,"Permanent"
"7139",5,"Permanent"
"7140",4,"Permanent"
"7141",4,"Permanent"
"7142",5,"Permanent"
"7143",6,"Permanent"
"7144",6,"Permanent"
"7145",5,"Permanent"
"7146",5,"Permanent"
"7147",1,"Permanent"
"7148",1,"Permanent"
"7149",1,"Permanent"
"7150",1,"Permanent"
"7151",1,"Permanent"
"7152",1,"Permanent"
"7153",1,"Permanent"
"7154",1,"Permanent"
