"","stop","Type"
"2801",2,"Permanent"
"2802",3,"Permanent"
"2803",3,"Permanent"
"2804",4,"Permanent"
"2805",1,"Permanent"
"2806",1,"Permanent"
"2807",1,"Permanent"
"2808",1,"Permanent"
"2809",1,"Permanent"
"2810",1,"Permanent"
"2811",1,"Permanent"
"2812",1,"Permanent"
"2813",1,"Permanent"
"2814",1,"Permanent"
"2815",1,"Permanent"
"2816",1,"Permanent"
"2817",1,"Permanent"
"2818",1,"Permanent"
"2819",1,"Permanent"
"2820",1,"Permanent"
"2821",1,"Permanent"
"2822",1,"Permanent"
"2823",1,"Permanent"
"2824",2,"Permanent"
"2825",2,"Permanent"
"2826",1,"Permanent"
"2827",2,"Permanent"
"2828",2,"Permanent"
"2829",3,"Permanent"
"2830",2,"Permanent"
"2831",2,"Permanent"
"2832",2,"Permanent"
"2833",2,"Permanent"
"2834",2,"Permanent"
"2835",2,"Permanent"
"2836",2,"Permanent"
"2837",2,"Permanent"
"2838",2,"Permanent"
"2839",2,"Permanent"
"2840",2,"Permanent"
"2841",2,"Permanent"
"2842",2,"Permanent"
"2843",2,"Permanent"
"2844",3,"Permanent"
"2845",3,"Permanent"
"2846",2,"Permanent"
"2847",3,"Permanent"
"2848",4,"Permanent"
"2849",3,"Permanent"
"2850",3,"Permanent"
"2851",3,"Permanent"
"2852",3,"Permanent"
"2853",1,"Permanent"
"2854",1,"Permanent"
"2855",1,"Permanent"
"2856",1,"Permanent"
"2857",1,"Permanent"
"2858",1,"Permanent"
"2859",1,"Permanent"
"2860",1,"Permanent"
"2861",1,"Permanent"
"2862",1,"Permanent"
"2863",1,"Permanent"
"2864",1,"Permanent"
"2865",1,"Permanent"
"2866",2,"Permanent"
"2867",1,"Permanent"
"2868",1,"Permanent"
"2869",2,"Permanent"
"2870",2,"Permanent"
"2871",2,"Permanent"
"2872",2,"Permanent"
"2873",1,"Permanent"
"2874",1,"Permanent"
"2875",1,"Permanent"
"2876",2,"Permanent"
"2877",2,"Permanent"
"2878",2,"Permanent"
"2879",2,"Permanent"
"2880",2,"Permanent"
"2881",1,"Permanent"
"2882",2,"Permanent"
"2883",3,"Permanent"
"2884",1,"Permanent"
"2885",2,"Permanent"
"2886",2,"Permanent"
"2887",2,"Permanent"
"2888",3,"Permanent"
"2889",2,"Permanent"
"2890",2,"Permanent"
"2891",1,"Permanent"
"2892",3,"Permanent"
"2893",2,"Permanent"
"2894",3,"Permanent"
"2895",2,"Permanent"
"2896",2,"Permanent"
"2897",1,"Permanent"
"2898",1,"Permanent"
"2899",1,"Permanent"
"2900",1,"Permanent"
"2901",1,"Permanent"
"2902",1,"Permanent"
"2903",1,"Permanent"
"2904",1,"Permanent"
"2905",1,"Permanent"
"2906",1,"Permanent"
"2907",1,"Permanent"
"2908",1,"Permanent"
"2909",1,"Permanent"
"2910",2,"Permanent"
"2911",1,"Permanent"
"2912",1,"Permanent"
"2913",1,"Permanent"
"2914",1,"Permanent"
"2915",1,"Permanent"
"2916",1,"Permanent"
"2917",1,"Permanent"
"2918",2,"Permanent"
"2919",2,"Permanent"
"2920",2,"Permanent"
"2921",1,"Permanent"
"2922",2,"Permanent"
"2923",2,"Permanent"
"2924",2,"Permanent"
"2925",2,"Permanent"
"2926",2,"Permanent"
"2927",2,"Permanent"
"2928",2,"Permanent"
"2929",2,"Permanent"
"2930",2,"Permanent"
"2931",3,"Permanent"
"2932",2,"Permanent"
"2933",2,"Permanent"
"2934",2,"Permanent"
"2935",2,"Permanent"
"2936",2,"Permanent"
"2937",2,"Permanent"
"2938",1,"Permanent"
"2939",1,"Permanent"
"2940",1,"Permanent"
"2941",1,"Permanent"
"2942",1,"Permanent"
"2943",1,"Permanent"
"2944",1,"Permanent"
"2945",1,"Permanent"
"2946",1,"Permanent"
"2947",1,"Permanent"
"2948",1,"Permanent"
"2949",1,"Permanent"
"2950",1,"Permanent"
"2951",1,"Permanent"
"2952",1,"Permanent"
"2953",1,"Permanent"
"2954",1,"Permanent"
"2955",2,"Permanent"
"2956",1,"Permanent"
"2957",1,"Permanent"
"2958",1,"Permanent"
"2959",1,"Permanent"
"2960",2,"Permanent"
"2961",2,"Permanent"
"2962",2,"Permanent"
"2963",2,"Permanent"
"2964",2,"Permanent"
"2965",1,"Permanent"
"2966",1,"Permanent"
"2967",1,"Permanent"
"2968",1,"Permanent"
"2969",1,"Permanent"
"2970",1,"Permanent"
"2971",1,"Permanent"
"2972",1,"Permanent"
"2973",1,"Permanent"
"2974",1,"Permanent"
"2975",1,"Permanent"
"2976",1,"Permanent"
"2977",1,"Permanent"
"2978",1,"Permanent"
"2979",1,"Permanent"
"2980",1,"Permanent"
"2981",1,"Permanent"
"2982",1,"Permanent"
"2983",1,"Permanent"
"2984",1,"Permanent"
"2985",1,"Permanent"
"2986",2,"Permanent"
"2987",2,"Permanent"
"2988",2,"Permanent"
"2989",2,"Permanent"
"2990",2,"Permanent"
"2991",2,"Permanent"
"2992",2,"Permanent"
"2993",3,"Permanent"
"2994",2,"Permanent"
"2995",2,"Permanent"
"2996",2,"Permanent"
"2997",2,"Permanent"
"2998",2,"Permanent"
"2999",2,"Permanent"
"3000",3,"Permanent"
"3001",2,"Permanent"
"3002",2,"Permanent"
"3003",2,"Permanent"
"3004",2,"Permanent"
"3005",2,"Permanent"
"3006",2,"Permanent"
"3007",2,"Permanent"
"3008",3,"Permanent"
"3009",3,"Permanent"
"3010",3,"Permanent"
"3011",3,"Permanent"
"3012",1,"Street"
"3013",1,"Street"
"3014",1,"Street"
"3015",1,"Street"
"3016",2,"Street"
"3017",1,"Street"
"3018",1,"Street"
"3019",1,"Street"
"3020",1,"Street"
"3021",1,"Street"
"3022",1,"Street"
"3023",1,"Street"
"3024",1,"Street"
"3025",1,"Street"
"3026",1,"Street"
"3027",1,"Street"
"3028",2,"Street"
"3029",1,"Street"
"3030",2,"Street"
"3031",2,"Street"
"3032",3,"Street"
"3033",2,"Street"
"3034",2,"Street"
"3035",2,"Street"
"3036",2,"Street"
"3037",2,"Street"
"3038",2,"Street"
"3039",2,"Street"
"3040",2,"Street"
"3041",2,"Street"
"3042",2,"Street"
"3043",1,"Street"
"3044",1,"Street"
"3045",2,"Street"
"3046",1,"Permanent"
"3047",1,"Permanent"
"3048",1,"Permanent"
"3049",1,"Permanent"
"3050",1,"Permanent"
"3051",1,"Permanent"
"3052",1,"Permanent"
"3053",1,"Permanent"
"3054",1,"Permanent"
"3055",1,"Permanent"
"3056",1,"Permanent"
"3057",1,"Permanent"
"3058",1,"Permanent"
"3059",1,"Permanent"
"3060",1,"Permanent"
"3061",1,"Permanent"
"3062",1,"Permanent"
"3063",1,"Permanent"
"3064",1,"Permanent"
"3065",1,"Permanent"
"3066",2,"Permanent"
"3067",2,"Permanent"
"3068",2,"Permanent"
"3069",2,"Permanent"
"3070",2,"Permanent"
"3071",2,"Permanent"
"3072",2,"Permanent"
"3073",2,"Permanent"
"3074",2,"Permanent"
"3075",2,"Permanent"
"3076",2,"Permanent"
"3077",2,"Permanent"
"3078",2,"Permanent"
"3079",2,"Permanent"
"3080",2,"Permanent"
"3081",2,"Permanent"
"3082",2,"Permanent"
"3083",2,"Permanent"
"3084",2,"Permanent"
"3085",3,"Permanent"
"3086",3,"Permanent"
"3087",3,"Permanent"
"3088",3,"Permanent"
"3089",3,"Permanent"
"3090",3,"Permanent"
"3091",3,"Permanent"
"3092",3,"Permanent"
"3093",3,"Permanent"
"3094",3,"Permanent"
"3095",4,"Permanent"
"3096",3,"Permanent"
"3097",5,"Permanent"
"3098",3,"Permanent"
"3099",3,"Permanent"
"3100",3,"Permanent"
"3101",1,"Permanent"
"3102",1,"Permanent"
"3103",1,"Permanent"
"3104",1,"Permanent"
"3105",1,"Permanent"
"3106",1,"Permanent"
"3107",1,"Permanent"
"3108",1,"Permanent"
"3109",1,"Permanent"
"3110",1,"Permanent"
"3111",1,"Permanent"
"3112",1,"Permanent"
"3113",2,"Permanent"
"3114",1,"Permanent"
"3115",2,"Permanent"
"3116",2,"Permanent"
"3117",1,"Permanent"
"3118",1,"Permanent"
"3119",1,"Permanent"
"3120",1,"Permanent"
"3121",1,"Permanent"
"3122",1,"Permanent"
"3123",1,"Permanent"
"3124",1,"Permanent"
"3125",3,"Permanent"
"3126",1,"Permanent"
"3127",2,"Permanent"
"3128",2,"Permanent"
"3129",2,"Permanent"
"3130",2,"Permanent"
"3131",2,"Permanent"
"3132",2,"Permanent"
"3133",2,"Permanent"
"3134",2,"Permanent"
"3135",2,"Permanent"
"3136",4,"Permanent"
"3137",2,"Permanent"
"3138",2,"Permanent"
"3139",2,"Permanent"
"3140",2,"Permanent"
"3141",2,"Permanent"
"3142",2,"Permanent"
"3143",2,"Permanent"
"3144",3,"Permanent"
"3145",3,"Permanent"
"3146",3,"Permanent"
"3147",2,"Permanent"
"3148",3,"Permanent"
"3149",3,"Permanent"
"3150",2,"Permanent"
"3151",2,"Permanent"
"3152",3,"Permanent"
"3153",3,"Permanent"
"3154",3,"Permanent"
"3155",3,"Permanent"
"3156",5,"Permanent"
"3157",4,"Permanent"
"3158",1,"Permanent"
"3159",1,"Permanent"
"3160",1,"Permanent"
"3161",1,"Permanent"
"3162",1,"Permanent"
"3163",1,"Permanent"
"3164",1,"Permanent"
"3165",1,"Permanent"
"3166",1,"Permanent"
"3167",1,"Permanent"
"3168",1,"Permanent"
"3169",1,"Permanent"
"3170",1,"Permanent"
"3171",1,"Permanent"
"3172",1,"Permanent"
"3173",1,"Permanent"
"3174",1,"Permanent"
"3175",1,"Permanent"
"3176",1,"Permanent"
"3177",1,"Permanent"
"3178",1,"Permanent"
"3179",2,"Permanent"
"3180",2,"Permanent"
"3181",2,"Permanent"
"3182",2,"Permanent"
"3183",2,"Permanent"
"3184",2,"Permanent"
"3185",2,"Permanent"
"3186",2,"Permanent"
"3187",2,"Permanent"
"3188",2,"Permanent"
"3189",2,"Permanent"
"3190",2,"Permanent"
"3191",2,"Permanent"
"3192",2,"Permanent"
"3193",2,"Permanent"
"3194",2,"Permanent"
"3195",2,"Permanent"
"3196",2,"Permanent"
"3197",2,"Permanent"
"3198",2,"Permanent"
"3199",3,"Permanent"
"3200",3,"Permanent"
"3201",3,"Permanent"
"3202",3,"Permanent"
"3203",1,"Permanent"
"3204",1,"Permanent"
"3205",1,"Permanent"
"3206",1,"Permanent"
"3207",1,"Permanent"
"3208",1,"Permanent"
"3209",1,"Permanent"
"3210",1,"Permanent"
"3211",1,"Permanent"
"3212",1,"Permanent"
"3213",1,"Permanent"
"3214",1,"Permanent"
"3215",1,"Permanent"
"3216",1,"Permanent"
"3217",1,"Permanent"
"3218",1,"Permanent"
"3219",1,"Permanent"
"3220",1,"Permanent"
"3221",1,"Permanent"
"3222",1,"Permanent"
"3223",1,"Permanent"
"3224",1,"Permanent"
"3225",2,"Permanent"
"3226",2,"Permanent"
"3227",2,"Permanent"
"3228",2,"Permanent"
"3229",2,"Permanent"
"3230",2,"Permanent"
"3231",2,"Permanent"
"3232",2,"Permanent"
"3233",2,"Permanent"
"3234",2,"Permanent"
"3235",2,"Permanent"
"3236",2,"Permanent"
"3237",2,"Permanent"
"3238",2,"Permanent"
"3239",2,"Permanent"
"3240",2,"Permanent"
"3241",2,"Permanent"
"3242",3,"Permanent"
"3243",2,"Permanent"
"3244",2,"Permanent"
"3245",2,"Permanent"
"3246",3,"Permanent"
"3247",3,"Permanent"
"3248",3,"Permanent"
"3249",3,"Permanent"
"3250",3,"Permanent"
"3251",1,"Street"
"3252",1,"Street"
"3253",1,"Street"
"3254",2,"Street"
"3255",1,"Street"
"3256",1,"Street"
"3257",1,"Street"
"3258",1,"Street"
"3259",1,"Street"
"3260",1,"Street"
"3261",1,"Street"
"3262",1,"Street"
"3263",1,"Street"
"3264",1,"Street"
"3265",1,"Street"
"3266",1,"Street"
"3267",1,"Street"
"3268",1,"Street"
"3269",1,"Street"
"3270",2,"Street"
"3271",2,"Street"
"3272",2,"Street"
"3273",1,"Street"
"3274",2,"Street"
"3275",2,"Street"
"3276",3,"Street"
"3277",3,"Street"
"3278",1,"Street"
"3279",2,"Street"
"3280",1,"Street"
"3281",1,"Street"
"3282",1,"Street"
"3283",1,"Street"
"3284",1,"Street"
"3285",1,"Street"
"3286",1,"Street"
"3287",1,"Street"
"3288",1,"Street"
"3289",1,"Street"
"3290",1,"Street"
"3291",1,"Street"
"3292",1,"Street"
"3293",1,"Street"
"3294",3,"Street"
"3295",1,"Street"
"3296",2,"Street"
"3297",2,"Street"
"3298",2,"Street"
"3299",2,"Street"
"3300",2,"Street"
"3301",2,"Street"
"3302",2,"Street"
"3303",1,"Street"
"3304",2,"Street"
"3305",2,"Street"
"3306",2,"Street"
"3307",2,"Street"
"3308",2,"Street"
"3309",2,"Street"
"3310",2,"Street"
"3311",1,"Permanent"
"3312",1,"Permanent"
"3313",1,"Permanent"
"3314",1,"Permanent"
"3315",1,"Permanent"
"3316",1,"Permanent"
"3317",1,"Permanent"
"3318",1,"Permanent"
"3319",1,"Permanent"
"3320",1,"Permanent"
"3321",1,"Permanent"
"3322",1,"Permanent"
"3323",1,"Permanent"
"3324",1,"Permanent"
"3325",1,"Permanent"
"3326",1,"Permanent"
"3327",2,"Permanent"
"3328",1,"Permanent"
"3329",1,"Permanent"
"3330",2,"Permanent"
"3331",1,"Permanent"
"3332",1,"Permanent"
"3333",2,"Permanent"
"3334",1,"Permanent"
"3335",2,"Permanent"
"3336",2,"Permanent"
"3337",2,"Permanent"
"3338",2,"Permanent"
"3339",2,"Permanent"
"3340",2,"Permanent"
"3341",1,"Permanent"
"3342",2,"Permanent"
"3343",2,"Permanent"
"3344",2,"Permanent"
"3345",2,"Permanent"
"3346",2,"Permanent"
"3347",3,"Permanent"
"3348",2,"Permanent"
"3349",2,"Permanent"
"3350",2,"Permanent"
"3351",2,"Permanent"
"3352",2,"Permanent"
"3353",1,"Permanent"
"3354",1,"Permanent"
"3355",1,"Permanent"
"3356",1,"Permanent"
"3357",1,"Permanent"
"3358",1,"Permanent"
"3359",1,"Permanent"
"3360",1,"Permanent"
"3361",1,"Permanent"
"3362",1,"Permanent"
"3363",1,"Permanent"
"3364",1,"Permanent"
"3365",1,"Permanent"
"3366",1,"Permanent"
"3367",1,"Permanent"
"3368",2,"Permanent"
"3369",1,"Permanent"
"3370",1,"Permanent"
"3371",3,"Permanent"
"3372",2,"Permanent"
"3373",2,"Permanent"
"3374",2,"Permanent"
"3375",1,"Permanent"
"3376",1,"Permanent"
"3377",1,"Permanent"
"3378",1,"Permanent"
"3379",1,"Permanent"
"3380",1,"Permanent"
"3381",1,"Permanent"
"3382",1,"Permanent"
"3383",1,"Permanent"
"3384",1,"Permanent"
"3385",1,"Permanent"
"3386",1,"Permanent"
"3387",1,"Permanent"
"3388",1,"Permanent"
"3389",1,"Permanent"
"3390",1,"Permanent"
"3391",1,"Permanent"
"3392",2,"Permanent"
"3393",1,"Permanent"
"3394",1,"Permanent"
"3395",1,"Permanent"
"3396",1,"Permanent"
"3397",2,"Permanent"
"3398",2,"Permanent"
"3399",2,"Permanent"
"3400",2,"Permanent"
"3401",2,"Permanent"
"3402",2,"Permanent"
"3403",2,"Permanent"
"3404",2,"Permanent"
"3405",2,"Permanent"
"3406",2,"Permanent"
"3407",2,"Permanent"
"3408",2,"Permanent"
"3409",2,"Permanent"
"3410",2,"Permanent"
"3411",2,"Permanent"
"3412",2,"Permanent"
"3413",2,"Permanent"
"3414",2,"Permanent"
"3415",3,"Permanent"
"3416",3,"Permanent"
"3417",2,"Permanent"
"3418",3,"Permanent"
"3419",3,"Permanent"
"3420",3,"Permanent"
"3421",3,"Permanent"
"3422",3,"Permanent"
"3423",3,"Permanent"
"3424",3,"Permanent"
"3425",3,"Permanent"
"3426",3,"Permanent"
"3427",3,"Permanent"
"3428",3,"Permanent"
"3429",3,"Permanent"
"3430",1,"Permanent"
"3431",1,"Permanent"
"3432",1,"Permanent"
"3433",1,"Permanent"
"3434",1,"Permanent"
"3435",1,"Permanent"
"3436",1,"Permanent"
"3437",1,"Permanent"
"3438",1,"Permanent"
"3439",1,"Permanent"
"3440",1,"Permanent"
"3441",1,"Permanent"
"3442",1,"Permanent"
"3443",1,"Permanent"
"3444",1,"Permanent"
"3445",1,"Permanent"
"3446",1,"Permanent"
"3447",1,"Permanent"
"3448",1,"Permanent"
"3449",1,"Permanent"
"3450",2,"Permanent"
"3451",1,"Permanent"
"3452",2,"Permanent"
"3453",2,"Permanent"
"3454",2,"Permanent"
"3455",2,"Permanent"
"3456",2,"Permanent"
"3457",2,"Permanent"
"3458",2,"Permanent"
"3459",2,"Permanent"
"3460",2,"Permanent"
"3461",3,"Permanent"
"3462",2,"Permanent"
"3463",2,"Permanent"
"3464",2,"Permanent"
"3465",2,"Permanent"
"3466",2,"Permanent"
"3467",3,"Permanent"
"3468",3,"Permanent"
"3469",3,"Permanent"
"3470",2,"Permanent"
"3471",3,"Permanent"
"3472",3,"Permanent"
"3473",3,"Permanent"
"3474",1,"Permanent"
"3475",1,"Permanent"
"3476",1,"Permanent"
"3477",1,"Permanent"
"3478",1,"Permanent"
"3479",1,"Permanent"
"3480",1,"Permanent"
"3481",1,"Permanent"
"3482",1,"Permanent"
"3483",1,"Permanent"
"3484",1,"Permanent"
"3485",1,"Permanent"
"3486",1,"Permanent"
"3487",1,"Permanent"
"3488",1,"Permanent"
"3489",1,"Permanent"
"3490",1,"Permanent"
"3491",1,"Permanent"
"3492",2,"Permanent"
"3493",1,"Permanent"
"3494",1,"Permanent"
"3495",2,"Permanent"
"3496",2,"Permanent"
"3497",2,"Permanent"
"3498",2,"Permanent"
"3499",2,"Permanent"
"3500",2,"Permanent"
"3501",2,"Permanent"
"3502",2,"Permanent"
"3503",2,"Permanent"
"3504",2,"Permanent"
"3505",2,"Permanent"
"3506",2,"Permanent"
"3507",2,"Permanent"
"3508",3,"Permanent"
"3509",2,"Permanent"
"3510",2,"Permanent"
"3511",2,"Permanent"
"3512",2,"Permanent"
"3513",2,"Permanent"
"3514",2,"Permanent"
"3515",3,"Permanent"
"3516",3,"Permanent"
"3517",3,"Permanent"
"3518",3,"Permanent"
"3519",3,"Permanent"
"3520",1,"Permanent"
"3521",1,"Permanent"
"3522",1,"Permanent"
"3523",1,"Permanent"
"3524",1,"Permanent"
"3525",1,"Permanent"
"3526",1,"Permanent"
"3527",1,"Permanent"
"3528",1,"Permanent"
"3529",1,"Permanent"
"3530",1,"Permanent"
"3531",1,"Permanent"
"3532",1,"Permanent"
"3533",1,"Permanent"
"3534",1,"Permanent"
"3535",1,"Permanent"
"3536",1,"Permanent"
"3537",1,"Permanent"
"3538",1,"Permanent"
"3539",1,"Permanent"
"3540",1,"Permanent"
"3541",2,"Permanent"
"3542",3,"Permanent"
"3543",2,"Street"
"3544",2,"Street"
"3545",2,"Street"
"3546",2,"Street"
"3547",2,"Street"
"3548",2,"Street"
"3549",2,"Street"
"3550",2,"Street"
"3551",2,"Street"
"3552",3,"Street"
"3553",3,"Street"
"3554",3,"Street"
"3555",2,"Street"
"3556",3,"Street"
"3557",2,"Street"
"3558",2,"Street"
"3559",3,"Street"
"3560",3,"Street"
"3561",3,"Street"
"3562",4,"Street"
"3563",3,"Street"
"3564",3,"Street"
"3565",3,"Street"
"3566",4,"Street"
"3567",3,"Street"
"3568",3,"Street"
"3569",3,"Street"
"3570",1,"Street"
"3571",1,"Street"
"3572",1,"Street"
"3573",1,"Street"
"3574",1,"Street"
"3575",1,"Street"
"3576",1,"Street"
"3577",1,"Street"
"3578",1,"Street"
"3579",1,"Street"
"3580",1,"Street"
"3581",1,"Street"
"3582",1,"Street"
"3583",1,"Street"
"3584",1,"Street"
"3585",1,"Street"
"3586",1,"Street"
"3587",1,"Street"
"3588",1,"Street"
"3589",1,"Street"
"3590",2,"Street"
"3591",2,"Street"
"3592",2,"Street"
"3593",2,"Street"
"3594",2,"Street"
"3595",2,"Street"
"3596",2,"Street"
"3597",1,"Permanent"
"3598",1,"Permanent"
"3599",1,"Permanent"
"3600",1,"Permanent"
"3601",1,"Permanent"
"3602",1,"Permanent"
"3603",1,"Permanent"
"3604",1,"Permanent"
"3605",1,"Permanent"
"3606",1,"Permanent"
"3607",1,"Permanent"
"3608",1,"Permanent"
"3609",1,"Permanent"
"3610",1,"Permanent"
"3611",1,"Permanent"
"3612",1,"Permanent"
"3613",1,"Permanent"
"3614",1,"Permanent"
"3615",1,"Permanent"
"3616",1,"Permanent"
"3617",1,"Permanent"
"3618",1,"Permanent"
"3619",2,"Permanent"
"3620",2,"Permanent"
"3621",2,"Permanent"
"3622",2,"Permanent"
"3623",2,"Permanent"
"3624",2,"Permanent"
"3625",2,"Permanent"
"3626",2,"Permanent"
"3627",2,"Permanent"
"3628",2,"Permanent"
"3629",2,"Permanent"
"3630",2,"Permanent"
"3631",2,"Permanent"
"3632",2,"Permanent"
"3633",2,"Permanent"
"3634",2,"Permanent"
"3635",2,"Permanent"
"3636",2,"Permanent"
"3637",2,"Permanent"
"3638",2,"Permanent"
"3639",2,"Permanent"
"3640",3,"Permanent"
"3641",3,"Permanent"
"3642",3,"Permanent"
"3643",3,"Permanent"
"3644",3,"Permanent"
"3645",3,"Permanent"
"3646",3,"Permanent"
"3647",3,"Permanent"
"3648",3,"Permanent"
"3649",3,"Permanent"
"3650",3,"Permanent"
"3651",3,"Permanent"
"3652",3,"Permanent"
"3653",3,"Permanent"
"3654",3,"Permanent"
"3655",4,"Permanent"
"3656",3,"Permanent"
"3657",4,"Permanent"
"3658",3,"Permanent"
"3659",4,"Permanent"
"3660",4,"Permanent"
"3661",3,"Permanent"
"3662",3,"Permanent"
"3663",3,"Permanent"
"3664",3,"Permanent"
"3665",4,"Permanent"
"3666",4,"Permanent"
"3667",4,"Permanent"
"3668",5,"Permanent"
"3669",4,"Permanent"
"3670",5,"Permanent"
"3671",4,"Permanent"
"3672",4,"Permanent"
"3673",4,"Permanent"
"3674",5,"Permanent"
"3675",5,"Permanent"
"3676",1,"Street"
"3677",1,"Street"
"3678",1,"Street"
"3679",1,"Street"
"3680",1,"Street"
"3681",1,"Street"
"3682",1,"Street"
"3683",1,"Street"
"3684",1,"Street"
"3685",1,"Street"
"3686",1,"Street"
"3687",1,"Street"
"3688",1,"Street"
"3689",1,"Street"
"3690",1,"Street"
"3691",1,"Street"
"3692",1,"Street"
"3693",2,"Street"
"3694",1,"Street"
"3695",1,"Street"
"3696",2,"Street"
"3697",1,"Street"
"3698",2,"Street"
"3699",1,"Permanent"
"3700",1,"Permanent"
"3701",1,"Permanent"
"3702",1,"Permanent"
"3703",1,"Permanent"
"3704",2,"Permanent"
"3705",1,"Permanent"
"3706",1,"Permanent"
"3707",1,"Permanent"
"3708",1,"Permanent"
"3709",1,"Permanent"
"3710",1,"Permanent"
"3711",1,"Permanent"
"3712",1,"Permanent"
"3713",1,"Permanent"
"3714",1,"Permanent"
"3715",2,"Permanent"
"3716",1,"Permanent"
"3717",3,"Permanent"
"3718",2,"Permanent"
"3719",2,"Permanent"
"3720",2,"Permanent"
"3721",2,"Permanent"
"3722",2,"Permanent"
"3723",2,"Permanent"
"3724",2,"Permanent"
"3725",2,"Permanent"
"3726",2,"Permanent"
"3727",2,"Permanent"
"3728",3,"Permanent"
"3729",2,"Permanent"
"3730",2,"Permanent"
"3731",2,"Permanent"
"3732",4,"Permanent"
"3733",3,"Permanent"
"3734",3,"Permanent"
"3735",1,"Permanent"
"3736",1,"Permanent"
"3737",1,"Permanent"
"3738",1,"Permanent"
"3739",1,"Permanent"
"3740",1,"Permanent"
"3741",1,"Permanent"
"3742",1,"Permanent"
"3743",1,"Permanent"
"3744",1,"Permanent"
"3745",1,"Permanent"
"3746",1,"Permanent"
"3747",1,"Permanent"
"3748",1,"Permanent"
"3749",1,"Permanent"
"3750",1,"Permanent"
"3751",1,"Permanent"
"3752",2,"Permanent"
"3753",1,"Permanent"
"3754",2,"Permanent"
"3755",2,"Permanent"
"3756",2,"Permanent"
"3757",2,"Permanent"
"3758",2,"Permanent"
"3759",2,"Permanent"
"3760",2,"Permanent"
"3761",2,"Permanent"
"3762",2,"Permanent"
"3763",2,"Permanent"
"3764",2,"Permanent"
"3765",2,"Permanent"
"3766",2,"Permanent"
"3767",2,"Permanent"
"3768",2,"Permanent"
"3769",2,"Permanent"
"3770",2,"Permanent"
"3771",3,"Permanent"
"3772",3,"Permanent"
"3773",3,"Permanent"
"3774",3,"Permanent"
"3775",3,"Permanent"
"3776",3,"Permanent"
"3777",3,"Permanent"
"3778",3,"Permanent"
"3779",3,"Permanent"
"3780",3,"Permanent"
"3781",3,"Permanent"
"3782",3,"Permanent"
"3783",3,"Permanent"
"3784",3,"Permanent"
"3785",3,"Permanent"
"3786",3,"Permanent"
"3787",1,"Permanent"
"3788",1,"Permanent"
"3789",1,"Permanent"
"3790",1,"Permanent"
"3791",1,"Permanent"
"3792",1,"Permanent"
"3793",1,"Permanent"
"3794",1,"Permanent"
"3795",2,"Permanent"
"3796",1,"Permanent"
"3797",1,"Permanent"
"3798",1,"Permanent"
"3799",1,"Permanent"
"3800",1,"Permanent"
"3801",1,"Permanent"
"3802",1,"Permanent"
"3803",1,"Permanent"
"3804",1,"Permanent"
"3805",1,"Permanent"
"3806",1,"Permanent"
"3807",3,"Permanent"
"3808",2,"Permanent"
"3809",2,"Permanent"
"3810",1,"Permanent"
"3811",2,"Permanent"
"3812",2,"Permanent"
"3813",2,"Permanent"
"3814",2,"Permanent"
"3815",2,"Permanent"
"3816",2,"Permanent"
"3817",2,"Permanent"
"3818",2,"Permanent"
"3819",2,"Permanent"
"3820",2,"Permanent"
"3821",3,"Permanent"
"3822",2,"Permanent"
"3823",2,"Permanent"
"3824",2,"Permanent"
"3825",3,"Permanent"
"3826",2,"Permanent"
"3827",2,"Permanent"
"3828",1,"Street"
"3829",1,"Street"
"3830",1,"Street"
"3831",1,"Street"
"3832",1,"Street"
"3833",1,"Street"
"3834",1,"Street"
"3835",1,"Street"
"3836",1,"Street"
"3837",1,"Street"
"3838",2,"Street"
"3839",1,"Street"
"3840",1,"Street"
"3841",1,"Street"
"3842",2,"Street"
"3843",3,"Street"
"3844",2,"Street"
"3845",1,"Permanent"
"3846",1,"Permanent"
"3847",1,"Permanent"
"3848",1,"Permanent"
"3849",1,"Permanent"
"3850",1,"Permanent"
"3851",1,"Permanent"
"3852",1,"Permanent"
"3853",1,"Permanent"
"3854",1,"Permanent"
"3855",1,"Permanent"
"3856",1,"Permanent"
"3857",1,"Permanent"
"3858",1,"Permanent"
"3859",2,"Permanent"
"3860",1,"Permanent"
"3861",1,"Permanent"
"3862",1,"Permanent"
"3863",1,"Permanent"
"3864",2,"Permanent"
"3865",2,"Permanent"
"3866",2,"Permanent"
"3867",2,"Permanent"
"3868",2,"Permanent"
"3869",2,"Permanent"
"3870",2,"Permanent"
"3871",2,"Permanent"
"3872",2,"Permanent"
"3873",2,"Permanent"
"3874",2,"Permanent"
"3875",2,"Permanent"
"3876",3,"Permanent"
"3877",2,"Permanent"
"3878",2,"Permanent"
"3879",3,"Permanent"
"3880",3,"Permanent"
"3881",3,"Permanent"
"3882",3,"Permanent"
"3883",2,"Permanent"
"3884",3,"Permanent"
"3885",2,"Permanent"
"3886",3,"Permanent"
"3887",3,"Permanent"
"3888",3,"Permanent"
"3889",3,"Permanent"
"3890",3,"Permanent"
"3891",3,"Permanent"
"3892",4,"Permanent"
"3893",3,"Permanent"
"3894",3,"Permanent"
"3895",1,"Permanent"
"3896",1,"Permanent"
"3897",1,"Permanent"
"3898",1,"Permanent"
"3899",1,"Permanent"
"3900",1,"Permanent"
"3901",1,"Permanent"
"3902",1,"Permanent"
"3903",1,"Permanent"
"3904",1,"Permanent"
"3905",1,"Permanent"
