stop,circuitRef
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
3,interlagos
1,interlagos
1,interlagos
3,interlagos
3,interlagos
3,interlagos
4,interlagos
3,interlagos
3,interlagos
3,interlagos
3,interlagos
3,interlagos
3,interlagos
4,interlagos
4,interlagos
3,interlagos
3,interlagos
3,interlagos
3,interlagos
3,interlagos
4,interlagos
4,interlagos
4,interlagos
2,interlagos
4,interlagos
2,interlagos
4,interlagos
4,interlagos
3,interlagos
3,interlagos
5,interlagos
5,interlagos
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
2,albert_park
2,albert_park
2,albert_park
2,albert_park
2,albert_park
2,albert_park
1,albert_park
2,albert_park
2,albert_park
2,albert_park
2,albert_park
2,albert_park
2,albert_park
2,albert_park
2,albert_park
2,albert_park
2,albert_park
2,albert_park
2,albert_park
3,albert_park
3,albert_park
3,albert_park
3,albert_park
3,albert_park
3,albert_park
3,albert_park
3,albert_park
3,albert_park
3,albert_park
3,albert_park
3,albert_park
2,albert_park
3,albert_park
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
3,sepang
3,sepang
3,sepang
3,sepang
3,sepang
3,sepang
3,sepang
3,sepang
3,sepang
3,sepang
3,sepang
3,sepang
3,sepang
3,sepang
3,sepang
3,sepang
3,sepang
4,sepang
4,sepang
4,sepang
4,sepang
4,sepang
4,sepang
3,sepang
4,sepang
4,sepang
4,sepang
4,sepang
4,sepang
4,sepang
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
2,shanghai
1,shanghai
1,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
3,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
1,shanghai
2,shanghai
2,shanghai
2,shanghai
1,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
3,shanghai
3,shanghai
3,shanghai
3,shanghai
2,shanghai
3,shanghai
3,shanghai
3,shanghai
3,shanghai
2,shanghai
3,shanghai
3,shanghai
3,shanghai
3,shanghai
3,shanghai
2,shanghai
3,shanghai
3,shanghai
3,shanghai
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
2,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
2,bahrain
1,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
3,bahrain
2,bahrain
3,bahrain
2,bahrain
2,bahrain
2,bahrain
3,bahrain
2,bahrain
3,bahrain
3,bahrain
2,bahrain
3,bahrain
3,bahrain
2,bahrain
4,bahrain
3,bahrain
3,bahrain
3,bahrain
3,bahrain
3,bahrain
4,bahrain
3,bahrain
4,bahrain
3,bahrain
3,bahrain
3,bahrain
3,bahrain
3,bahrain
4,bahrain
4,bahrain
4,bahrain
4,bahrain
3,bahrain
5,bahrain
4,bahrain
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
2,catalunya
1,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
3,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
3,catalunya
2,catalunya
3,catalunya
3,catalunya
4,catalunya
4,catalunya
3,catalunya
3,catalunya
3,catalunya
3,catalunya
3,catalunya
4,catalunya
3,catalunya
3,catalunya
5,catalunya
3,catalunya
3,catalunya
3,catalunya
3,catalunya
3,catalunya
3,catalunya
3,catalunya
4,catalunya
3,catalunya
3,catalunya
4,catalunya
4,catalunya
4,catalunya
4,catalunya
4,catalunya
4,catalunya
4,catalunya
4,catalunya
4,catalunya
5,catalunya
6,catalunya
4,catalunya
1,monaco
1,monaco
1,monaco
1,monaco
1,monaco
1,monaco
2,monaco
1,monaco
1,monaco
1,monaco
1,monaco
1,monaco
1,monaco
1,monaco
1,monaco
1,monaco
1,monaco
1,monaco
1,monaco
1,monaco
2,monaco
1,monaco
1,monaco
2,monaco
3,monaco
2,monaco
2,monaco
2,monaco
3,monaco
2,monaco
2,sepang
2,sepang
3,sepang
1,catalunya
1,villeneuve
1,villeneuve
1,villeneuve
1,villeneuve
1,villeneuve
1,villeneuve
1,villeneuve
1,villeneuve
1,villeneuve
1,villeneuve
1,villeneuve
1,villeneuve
1,villeneuve
1,villeneuve
2,villeneuve
1,villeneuve
1,villeneuve
1,villeneuve
1,villeneuve
2,villeneuve
2,villeneuve
2,villeneuve
2,villeneuve
2,villeneuve
1,villeneuve
2,villeneuve
3,villeneuve
2,villeneuve
2,villeneuve
1,villeneuve
4,villeneuve
1,villeneuve
2,villeneuve
2,villeneuve
2,villeneuve
2,villeneuve
2,villeneuve
3,villeneuve
2,villeneuve
1,villeneuve
3,villeneuve
2,villeneuve
3,villeneuve
2,villeneuve
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
2,silverstone
2,silverstone
2,silverstone
2,silverstone
2,silverstone
2,silverstone
3,silverstone
2,silverstone
2,silverstone
2,silverstone
2,silverstone
2,silverstone
2,silverstone
2,silverstone
2,silverstone
2,silverstone
2,silverstone
2,silverstone
2,silverstone
2,silverstone
2,silverstone
3,silverstone
2,silverstone
3,silverstone
2,silverstone
4,silverstone
3,silverstone
3,silverstone
3,silverstone
3,silverstone
3,silverstone
3,silverstone
4,silverstone
1,nurburgring
1,nurburgring
1,nurburgring
1,nurburgring
1,nurburgring
1,nurburgring
1,nurburgring
1,nurburgring
1,nurburgring
1,nurburgring
1,nurburgring
1,nurburgring
1,nurburgring
1,nurburgring
1,nurburgring
1,nurburgring
1,nurburgring
1,nurburgring
2,nurburgring
2,nurburgring
2,nurburgring
2,nurburgring
1,nurburgring
1,nurburgring
2,nurburgring
1,nurburgring
2,nurburgring
2,nurburgring
2,nurburgring
2,nurburgring
2,nurburgring
2,nurburgring
2,nurburgring
2,nurburgring
2,nurburgring
2,nurburgring
2,nurburgring
3,nurburgring
3,nurburgring
2,nurburgring
4,nurburgring
3,nurburgring
3,nurburgring
3,nurburgring
3,nurburgring
3,nurburgring
3,nurburgring
3,nurburgring
3,nurburgring
2,nurburgring
3,nurburgring
3,nurburgring
3,nurburgring
3,nurburgring
2,nurburgring
2,nurburgring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
2,hungaroring
2,hungaroring
2,hungaroring
2,hungaroring
2,hungaroring
2,hungaroring
2,hungaroring
2,hungaroring
2,hungaroring
2,hungaroring
2,hungaroring
2,hungaroring
2,hungaroring
2,hungaroring
3,hungaroring
2,hungaroring
2,hungaroring
2,hungaroring
2,hungaroring
3,hungaroring
2,hungaroring
2,hungaroring
3,hungaroring
4,hungaroring
3,hungaroring
3,hungaroring
3,hungaroring
3,hungaroring
3,hungaroring
3,hungaroring
3,hungaroring
3,hungaroring
3,hungaroring
3,hungaroring
3,hungaroring
1,spa
1,spa
1,spa
1,spa
1,spa
1,spa
1,spa
1,spa
1,spa
1,spa
1,spa
1,spa
1,spa
1,spa
1,spa
1,spa
1,spa
1,spa
1,spa
2,spa
1,spa
1,spa
2,spa
2,spa
2,spa
2,spa
2,spa
2,spa
2,spa
2,spa
2,spa
2,spa
2,spa
2,spa
2,spa
2,spa
2,spa
2,spa
2,spa
3,spa
2,spa
3,spa
3,spa
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
2,monza
2,monza
2,monza
2,monza
2,marina_bay
2,marina_bay
2,marina_bay
2,marina_bay
2,marina_bay
2,marina_bay
2,marina_bay
2,marina_bay
2,marina_bay
2,marina_bay
2,marina_bay
2,marina_bay
3,marina_bay
3,marina_bay
2,marina_bay
3,marina_bay
4,marina_bay
2,marina_bay
3,marina_bay
3,marina_bay
2,marina_bay
3,marina_bay
3,marina_bay
3,marina_bay
2,marina_bay
2,marina_bay
3,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
2,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
3,marina_bay
2,marina_bay
2,marina_bay
2,marina_bay
1,yeongam
1,yeongam
1,yeongam
1,yeongam
1,yeongam
1,yeongam
1,yeongam
1,yeongam
1,yeongam
1,yeongam
1,yeongam
1,yeongam
1,yeongam
1,yeongam
1,yeongam
1,yeongam
1,yeongam
1,yeongam
2,yeongam
1,yeongam
1,yeongam
1,yeongam
1,yeongam
2,yeongam
2,yeongam
2,yeongam
2,yeongam
2,yeongam
2,yeongam
2,yeongam
2,yeongam
2,yeongam
2,yeongam
2,yeongam
2,yeongam
2,yeongam
2,yeongam
2,yeongam
2,yeongam
2,yeongam
2,yeongam
3,yeongam
2,yeongam
3,yeongam
2,yeongam
2,yeongam
3,yeongam
3,yeongam
4,yeongam
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
2,suzuka
2,suzuka
1,suzuka
2,suzuka
2,suzuka
3,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
3,suzuka
3,suzuka
2,suzuka
3,suzuka
4,suzuka
3,suzuka
3,suzuka
3,suzuka
3,suzuka
1,buddh
1,buddh
1,buddh
1,buddh
1,buddh
1,buddh
1,buddh
1,buddh
1,buddh
1,buddh
1,buddh
1,buddh
1,buddh
2,buddh
1,buddh
1,buddh
2,buddh
2,buddh
2,buddh
2,buddh
1,buddh
1,buddh
1,buddh
2,buddh
2,buddh
2,buddh
2,buddh
2,buddh
1,buddh
2,buddh
3,buddh
1,buddh
2,buddh
2,buddh
2,buddh
3,buddh
2,buddh
2,buddh
1,buddh
3,buddh
2,buddh
3,buddh
2,buddh
2,buddh
1,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
2,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
2,yas_marina
2,yas_marina
2,yas_marina
1,yas_marina
2,yas_marina
2,yas_marina
2,yas_marina
2,yas_marina
2,yas_marina
2,yas_marina
2,yas_marina
2,yas_marina
2,yas_marina
3,yas_marina
2,yas_marina
2,yas_marina
2,yas_marina
2,yas_marina
2,yas_marina
2,yas_marina
1,americas
1,americas
1,americas
1,americas
1,americas
1,americas
1,americas
1,americas
1,americas
1,americas
1,americas
1,americas
1,americas
1,americas
1,americas
1,americas
1,americas
2,americas
1,americas
1,americas
1,americas
1,americas
2,americas
2,americas
2,americas
2,americas
2,americas
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
3,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
3,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
3,interlagos
3,interlagos
3,interlagos
3,interlagos
1,albert_park
1,albert_park
1,albert_park
1,albert_park
2,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
2,albert_park
1,albert_park
2,albert_park
2,albert_park
3,albert_park
2,albert_park
2,albert_park
2,albert_park
2,albert_park
2,albert_park
2,albert_park
2,albert_park
2,albert_park
2,albert_park
2,albert_park
1,albert_park
1,albert_park
2,albert_park
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
3,sepang
3,sepang
3,sepang
3,sepang
3,sepang
3,sepang
3,sepang
3,sepang
3,sepang
3,sepang
4,sepang
3,sepang
5,sepang
3,sepang
3,sepang
3,sepang
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
2,bahrain
1,bahrain
2,bahrain
2,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
3,bahrain
1,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
4,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
3,bahrain
3,bahrain
3,bahrain
2,bahrain
3,bahrain
3,bahrain
2,bahrain
2,bahrain
3,bahrain
3,bahrain
3,bahrain
3,bahrain
5,bahrain
4,bahrain
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
3,shanghai
3,shanghai
3,shanghai
3,shanghai
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
3,catalunya
2,catalunya
2,catalunya
2,catalunya
3,catalunya
3,catalunya
3,catalunya
3,catalunya
3,catalunya
1,monaco
1,monaco
1,monaco
2,monaco
1,monaco
1,monaco
1,monaco
1,monaco
1,monaco
1,monaco
1,monaco
1,monaco
1,monaco
1,monaco
1,monaco
1,monaco
1,monaco
1,monaco
1,monaco
2,monaco
2,monaco
2,monaco
1,monaco
2,monaco
2,monaco
3,monaco
3,monaco
1,villeneuve
2,villeneuve
1,villeneuve
1,villeneuve
1,villeneuve
1,villeneuve
1,villeneuve
1,villeneuve
1,villeneuve
1,villeneuve
1,villeneuve
1,villeneuve
1,villeneuve
1,villeneuve
1,villeneuve
1,villeneuve
3,villeneuve
1,villeneuve
2,villeneuve
2,villeneuve
2,villeneuve
2,villeneuve
2,villeneuve
2,villeneuve
2,villeneuve
1,villeneuve
2,villeneuve
2,villeneuve
2,villeneuve
2,villeneuve
2,villeneuve
2,villeneuve
2,villeneuve
1,red_bull_ring
1,red_bull_ring
1,red_bull_ring
1,red_bull_ring
1,red_bull_ring
1,red_bull_ring
1,red_bull_ring
1,red_bull_ring
1,red_bull_ring
1,red_bull_ring
1,red_bull_ring
1,red_bull_ring
1,red_bull_ring
1,red_bull_ring
1,red_bull_ring
1,red_bull_ring
2,red_bull_ring
1,red_bull_ring
1,red_bull_ring
2,red_bull_ring
1,red_bull_ring
1,red_bull_ring
2,red_bull_ring
1,red_bull_ring
2,red_bull_ring
2,red_bull_ring
2,red_bull_ring
2,red_bull_ring
2,red_bull_ring
2,red_bull_ring
1,red_bull_ring
2,red_bull_ring
2,red_bull_ring
2,red_bull_ring
2,red_bull_ring
2,red_bull_ring
3,red_bull_ring
2,red_bull_ring
2,red_bull_ring
2,red_bull_ring
2,red_bull_ring
2,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
1,silverstone
2,silverstone
1,silverstone
1,silverstone
3,silverstone
2,silverstone
2,silverstone
2,silverstone
1,hockenheimring
1,hockenheimring
1,hockenheimring
1,hockenheimring
1,hockenheimring
1,hockenheimring
1,hockenheimring
1,hockenheimring
1,hockenheimring
1,hockenheimring
1,hockenheimring
1,hockenheimring
1,hockenheimring
1,hockenheimring
1,hockenheimring
1,hockenheimring
1,hockenheimring
2,hockenheimring
1,hockenheimring
1,hockenheimring
1,hockenheimring
1,hockenheimring
2,hockenheimring
2,hockenheimring
2,hockenheimring
2,hockenheimring
2,hockenheimring
2,hockenheimring
2,hockenheimring
2,hockenheimring
2,hockenheimring
2,hockenheimring
2,hockenheimring
2,hockenheimring
2,hockenheimring
2,hockenheimring
2,hockenheimring
2,hockenheimring
2,hockenheimring
2,hockenheimring
3,hockenheimring
3,hockenheimring
2,hockenheimring
3,hockenheimring
3,hockenheimring
3,hockenheimring
3,hockenheimring
3,hockenheimring
3,hockenheimring
3,hockenheimring
3,hockenheimring
3,hockenheimring
3,hockenheimring
3,hockenheimring
3,hockenheimring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
1,hungaroring
2,hungaroring
1,hungaroring
2,hungaroring
2,hungaroring
2,hungaroring
2,hungaroring
2,hungaroring
2,hungaroring
2,hungaroring
2,hungaroring
2,hungaroring
3,hungaroring
2,hungaroring
2,hungaroring
2,hungaroring
2,hungaroring
2,hungaroring
3,hungaroring
3,hungaroring
3,hungaroring
2,hungaroring
3,hungaroring
3,hungaroring
3,hungaroring
1,spa
1,spa
1,spa
1,spa
1,spa
1,spa
1,spa
1,spa
1,spa
1,spa
1,spa
1,spa
1,spa
1,spa
1,spa
1,spa
1,spa
1,spa
2,spa
1,spa
1,spa
2,spa
2,spa
2,spa
2,spa
2,spa
2,spa
2,spa
2,spa
2,spa
2,spa
2,spa
2,spa
2,spa
3,spa
2,spa
2,spa
2,spa
2,spa
2,spa
2,spa
3,spa
3,spa
3,spa
3,spa
3,spa
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
1,monza
2,monza
3,monza
2,marina_bay
2,marina_bay
2,marina_bay
2,marina_bay
2,marina_bay
2,marina_bay
2,marina_bay
2,marina_bay
2,marina_bay
3,marina_bay
3,marina_bay
3,marina_bay
2,marina_bay
3,marina_bay
2,marina_bay
2,marina_bay
3,marina_bay
3,marina_bay
3,marina_bay
4,marina_bay
3,marina_bay
3,marina_bay
3,marina_bay
4,marina_bay
3,marina_bay
3,marina_bay
3,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
1,marina_bay
2,marina_bay
2,marina_bay
2,marina_bay
2,marina_bay
2,marina_bay
2,marina_bay
2,marina_bay
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
1,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
2,suzuka
3,suzuka
3,suzuka
3,suzuka
3,suzuka
3,suzuka
3,suzuka
3,suzuka
3,suzuka
3,suzuka
3,suzuka
3,suzuka
3,suzuka
3,suzuka
3,suzuka
3,suzuka
4,suzuka
3,suzuka
4,suzuka
3,suzuka
4,suzuka
4,suzuka
3,suzuka
3,suzuka
3,suzuka
3,suzuka
4,suzuka
4,suzuka
4,suzuka
5,suzuka
4,suzuka
5,suzuka
4,suzuka
4,suzuka
4,suzuka
5,suzuka
5,suzuka
1,sochi
1,sochi
1,sochi
1,sochi
1,sochi
1,sochi
1,sochi
1,sochi
1,sochi
1,sochi
1,sochi
1,sochi
1,sochi
1,sochi
1,sochi
1,sochi
1,sochi
2,sochi
1,sochi
1,sochi
2,sochi
1,sochi
2,sochi
1,americas
1,americas
1,americas
1,americas
1,americas
2,americas
1,americas
1,americas
1,americas
1,americas
1,americas
1,americas
1,americas
1,americas
1,americas
1,americas
2,americas
1,americas
3,americas
2,americas
2,americas
2,americas
2,americas
2,americas
2,americas
2,americas
2,americas
2,americas
2,americas
3,americas
2,americas
2,americas
2,americas
4,americas
3,americas
3,americas
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
1,interlagos
2,interlagos
1,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
2,interlagos
3,interlagos
3,interlagos
3,interlagos
3,interlagos
3,interlagos
3,interlagos
3,interlagos
3,interlagos
3,interlagos
3,interlagos
3,interlagos
3,interlagos
3,interlagos
3,interlagos
3,interlagos
3,interlagos
1,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
2,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
1,yas_marina
3,yas_marina
2,yas_marina
2,yas_marina
1,yas_marina
2,yas_marina
2,yas_marina
2,yas_marina
2,yas_marina
2,yas_marina
2,yas_marina
2,yas_marina
2,yas_marina
2,yas_marina
2,yas_marina
3,yas_marina
2,yas_marina
2,yas_marina
2,yas_marina
3,yas_marina
2,yas_marina
2,yas_marina
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
1,albert_park
2,albert_park
1,albert_park
1,albert_park
1,albert_park
2,albert_park
3,albert_park
2,albert_park
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
1,sepang
2,sepang
1,sepang
1,sepang
1,sepang
1,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
2,sepang
3,sepang
2,sepang
2,sepang
3,sepang
3,sepang
3,sepang
3,sepang
2,sepang
3,sepang
2,sepang
3,sepang
3,sepang
3,sepang
3,sepang
3,sepang
3,sepang
4,sepang
3,sepang
3,sepang
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
1,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
2,shanghai
3,shanghai
2,shanghai
3,shanghai
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
1,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
2,bahrain
3,bahrain
2,bahrain
3,bahrain
3,bahrain
2,bahrain
3,bahrain
3,bahrain
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
2,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
1,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
2,catalunya
3,catalunya
2,catalunya
3,catalunya
2,catalunya
